timestamp,consumption_mwh,generation_mwh,market_price_try_mwh,natural_gas_mwh,lignite_mwh,hard_coal_mwh,imported_coal_mwh,dam_hydro_mwh,run_of_river_mwh,wind_mwh,solar_mwh,geothermal_mwh,biomass_mwh,source,is_synthetic,date,year,month,day,hour,weekday,is_weekend,net_balance_mwh,renewable_generation_mwh,renewable_share_pct,anomaly_score,is_anomaly
2026-04-01 00:00:00,29050.16,32072.06,2471.04,1500.0,5159.22,3192.01,6641.03,6987.29,2260.57,4100.37,0.0,1251.13,980.42,demo,True,2026-04-01,2026,4,1,0,Wednesday,False,3021.9000000000015,15579.78,48.57742221734431,0.4553629607445125,False
2026-04-01 01:00:00,26900.99,31449.9,2439.36,1500.0,5031.23,3117.24,6693.12,7050.9,2437.55,3412.35,0.0,1247.11,960.4,demo,True,2026-04-01,2026,4,1,1,Wednesday,False,4548.91,15108.310000000001,48.03929424258901,0.48181285976686183,False
2026-04-01 02:00:00,27726.15,33059.23,2339.42,1500.0,5249.96,2890.21,6615.6,6982.52,2761.0,4826.33,0.0,1284.83,948.78,demo,True,2026-04-01,2026,4,1,2,Wednesday,False,5333.080000000002,16803.46,50.82834657673514,0.4870189390782258,False
2026-04-01 03:00:00,28288.21,32744.71,2636.37,1500.0,5620.48,3029.64,6835.96,7325.35,2413.85,3804.95,0.0,1267.57,946.91,demo,True,2026-04-01,2026,4,1,3,Wednesday,False,4456.5,15758.630000000001,48.125727789313146,0.4795116089977364,False
2026-04-01 04:00:00,27472.8,32031.34,2477.13,1500.0,5495.84,2751.94,6956.49,6800.77,2427.95,3906.1,0.0,1248.24,944.0,demo,True,2026-04-01,2026,4,1,4,Wednesday,False,4558.540000000001,15327.060000000001,47.85019921114759,0.4745400106219671,False
2026-04-01 05:00:00,29701.47,32445.66,2455.72,1500.0,5133.39,2930.4,6399.65,7019.51,2409.35,4818.67,0.0,1265.15,969.53,demo,True,2026-04-01,2026,4,1,5,Wednesday,False,2744.1899999999987,16482.21,50.79942895290156,0.4595627502488933,False
2026-04-01 06:00:00,32741.99,32716.12,2763.24,1702.8,5340.04,2723.76,6786.81,6840.62,2680.64,4488.43,0.0,1198.83,954.19,demo,True,2026-04-01,2026,4,1,6,Wednesday,False,-25.87000000000262,16162.710000000001,49.40289374167842,0.4524212291743794,False
2026-04-01 07:00:00,34416.89,34438.36,2859.97,2596.57,4913.63,2556.03,6046.33,7351.05,2511.5,5317.88,982.61,1234.62,928.15,demo,True,2026-04-01,2026,4,1,7,Wednesday,False,21.470000000001164,18325.81,53.21336439946618,0.4537680582480108,False
2026-04-01 08:00:00,36291.57,36382.0,2931.03,3915.15,5389.82,3266.55,5711.43,6870.66,2471.33,4399.36,2173.82,1257.2,926.69,demo,True,2026-04-01,2026,4,1,8,Wednesday,False,90.43000000000029,18099.059999999998,49.7472926172283,0.4127172763408589,False
2026-04-01 09:00:00,36888.97,37133.73,2825.53,3215.89,4983.98,2546.82,7139.24,7282.63,2721.83,4133.39,2872.88,1277.88,959.18,demo,True,2026-04-01,2026,4,1,9,Wednesday,False,244.76000000000204,19247.79,51.833710214406146,0.4378568290502198,False
2026-04-01 10:00:00,38769.75,38799.24,3223.27,4205.38,5379.47,2853.56,6383.32,7644.72,2627.51,4082.05,3405.38,1254.99,962.86,demo,True,2026-04-01,2026,4,1,10,Wednesday,False,29.489999999997963,19977.510000000002,51.4894363910221,0.5137068544541858,False
2026-04-01 11:00:00,38938.12,39181.07,3100.16,4235.25,5971.96,2851.46,6588.37,7660.56,2453.41,3519.54,3673.47,1286.46,940.61,demo,True,2026-04-01,2026,4,1,11,Wednesday,False,242.9499999999971,19534.050000000003,49.85583599426969,0.43410475650612335,False
2026-04-01 12:00:00,38414.36,38636.64,2895.95,5050.66,5051.8,2892.88,6071.17,6903.47,2422.63,4357.79,3698.5,1271.7,916.04,demo,True,2026-04-01,2026,4,1,12,Wednesday,False,222.27999999999884,19570.13,50.65173886756198,0.4407602123935296,False
2026-04-01 13:00:00,39048.23,39094.07,3037.35,3122.0,5959.93,2783.86,6055.03,7374.78,2714.16,5122.3,3736.71,1237.79,987.53,demo,True,2026-04-01,2026,4,1,13,Wednesday,False,45.83999999999651,21173.269999999997,54.15979968317444,0.464953458180478,False
2026-04-01 14:00:00,38533.09,39057.7,2980.7,4116.79,5327.57,2785.74,6250.47,7099.9,2582.9,4901.12,3765.56,1246.5,981.16,demo,True,2026-04-01,2026,4,1,14,Wednesday,False,524.6100000000006,20577.14,52.68395220404684,0.43259943253512545,False
2026-04-01 15:00:00,37658.49,37670.08,2963.3,3823.08,5005.1,2824.91,6725.01,7063.32,2400.69,4662.25,3015.12,1260.21,890.38,demo,True,2026-04-01,2026,4,1,15,Wednesday,False,11.590000000003783,19291.97,51.21297857610071,0.4172181584704226,False
2026-04-01 16:00:00,38627.93,39079.05,2939.05,6566.09,4993.18,2886.38,6319.21,7309.17,2378.27,4203.65,2194.13,1238.78,990.19,demo,True,2026-04-01,2026,4,1,16,Wednesday,False,451.1200000000026,18314.19,46.864470860985605,0.4285371632231358,False
2026-04-01 17:00:00,37724.95,37569.18,2991.69,4427.56,5814.89,2799.67,6382.47,7612.68,2463.97,4862.1,973.82,1288.28,943.73,demo,True,2026-04-01,2026,4,1,17,Wednesday,False,-155.7699999999968,18144.579999999998,48.29644937685624,0.4153693540119202,False
2026-04-01 18:00:00,38772.42,38996.81,2995.04,7224.98,5328.18,2787.69,6239.42,7482.68,2454.79,5301.09,0.0,1222.28,955.7,demo,True,2026-04-01,2026,4,1,18,Wednesday,False,224.38999999999942,17416.54,44.66144794920405,0.43246882047034935,False
2026-04-01 19:00:00,37455.32,37489.75,2963.74,6104.9,5052.8,2562.2,6908.03,7201.71,2363.61,5054.45,0.0,1257.9,984.15,demo,True,2026-04-01,2026,4,1,19,Wednesday,False,34.43000000000029,16861.82,44.97714708687041,0.42379599630283904,False
2026-04-01 20:00:00,36178.93,36311.13,2942.39,3959.24,5147.1,3162.46,6803.99,7522.43,2482.78,4965.17,0.0,1268.39,999.58,demo,True,2026-04-01,2026,4,1,20,Wednesday,False,132.1999999999971,17238.350000000002,47.474011411927975,0.40797182738257526,False
2026-04-01 21:00:00,34167.44,34743.27,2761.16,4065.8,5312.0,2896.43,6330.55,6881.97,2509.99,4524.29,0.0,1242.16,980.09,demo,True,2026-04-01,2026,4,1,21,Wednesday,False,575.8299999999945,16138.5,46.45072268672465,0.43581690738837675,False
2026-04-01 22:00:00,33514.95,33702.49,2706.25,1549.98,5197.73,2837.6,6739.44,7218.18,2570.3,5395.5,0.0,1236.53,957.23,demo,True,2026-04-01,2026,4,1,22,Wednesday,False,187.54000000000087,17377.739999999998,51.562184277778876,0.45338505263546214,False
2026-04-01 23:00:00,30512.33,31527.01,2654.84,1500.0,5289.93,2687.6,6414.17,7210.8,2834.48,3433.21,0.0,1248.1,908.73,demo,True,2026-04-01,2026,4,1,23,Wednesday,False,1014.6799999999967,15635.320000000002,49.59341212503185,0.4520722734931978,False
2026-04-02 00:00:00,28547.03,33570.04,2377.13,1500.0,5661.14,2619.35,6381.86,7417.5,2604.79,5225.9,0.0,1270.3,889.21,demo,True,2026-04-02,2026,4,2,0,Thursday,False,5023.010000000002,17407.7,51.85486820986808,0.47447661217226944,False
2026-04-02 01:00:00,27392.49,34396.91,2320.67,1500.0,4906.73,2954.8,6482.6,7363.84,2622.15,6352.95,0.0,1237.5,976.34,demo,True,2026-04-02,2026,4,2,1,Thursday,False,7004.420000000002,18552.78,53.937344953369355,0.5571419554238344,False
2026-04-02 02:00:00,27583.45,33016.66,2301.12,1500.0,5367.6,2771.22,6725.13,7385.52,2708.79,4344.85,0.0,1223.28,990.26,demo,True,2026-04-02,2026,4,2,2,Thursday,False,5433.210000000003,16652.7,50.43726409636831,0.5102806674560544,False
2026-04-02 03:00:00,27895.62,33003.35,2344.91,1500.0,5181.05,2911.79,6187.73,7386.36,2624.6,5007.5,0.0,1278.76,925.56,demo,True,2026-04-02,2026,4,2,3,Thursday,False,5107.73,17222.78,52.18494486165798,0.4994237655280368,False
2026-04-02 04:00:00,29137.44,33300.13,2496.37,1500.0,5070.25,2556.61,6675.84,7437.87,2706.45,5151.22,0.0,1259.98,941.91,demo,True,2026-04-02,2026,4,2,4,Thursday,False,4162.689999999999,17497.43,52.544629705649804,0.4772417374154254,False
2026-04-02 05:00:00,30924.57,34845.91,2658.57,1500.0,5478.77,3078.43,7374.24,7559.88,2697.43,4948.68,0.0,1275.2,933.28,demo,True,2026-04-02,2026,4,2,5,Thursday,False,3921.340000000004,17414.469999999998,49.975649939978595,0.44885054908012023,False
2026-04-02 06:00:00,34161.65,34555.37,2689.92,2121.06,4820.03,2962.25,6564.09,7482.0,2683.76,5720.71,0.0,1268.98,932.48,demo,True,2026-04-02,2026,4,2,6,Thursday,False,393.72000000000116,18087.93,52.34477304106424,0.46309028581735273,False
2026-04-02 07:00:00,34363.77,34606.26,2806.04,1500.0,4584.73,2785.41,6512.5,7394.67,3006.28,5459.03,1076.9,1304.5,982.25,demo,True,2026-04-02,2026,4,2,7,Thursday,False,242.49000000000524,19223.63,55.54957397881192,0.49865358049183145,False
2026-04-02 08:00:00,35954.76,36107.56,2849.36,1500.0,5258.38,2884.17,6470.54,7553.66,2788.85,5316.93,2100.6,1277.87,956.55,demo,True,2026-04-02,2026,4,2,8,Thursday,False,152.79999999999563,19994.46,55.37471931085901,0.4777321438896101,False
2026-04-02 09:00:00,36926.46,37278.67,2761.93,1500.0,5164.07,2933.38,6667.37,7655.06,2554.89,5655.05,2973.82,1231.9,943.12,demo,True,2026-04-02,2026,4,2,9,Thursday,False,352.2099999999991,21013.84,56.369607606709145,0.5241310759010311,False
2026-04-02 10:00:00,38595.35,38859.66,3002.89,4111.61,4848.26,2559.34,5936.36,7358.99,2734.27,5278.06,3741.29,1261.76,1029.73,demo,True,2026-04-02,2026,4,2,10,Thursday,False,264.31000000000495,21404.1,55.08051279913411,0.4703865939917467,False
2026-04-02 11:00:00,39193.95,39547.2,3104.62,1513.85,4755.26,3102.01,7095.38,7476.23,2599.93,6870.51,3991.01,1236.06,906.97,demo,True,2026-04-02,2026,4,2,11,Thursday,False,353.25,23080.710000000003,58.362437795849026,0.5609181669372646,False
2026-04-02 12:00:00,38298.38,38898.93,2790.82,1500.0,5701.96,2886.99,6843.42,7752.87,2753.55,5364.74,3890.32,1238.65,966.44,demo,True,2026-04-02,2026,4,2,12,Thursday,False,600.5500000000029,21966.57,56.47088493179633,0.5237497445333632,False
2026-04-02 13:00:00,37681.05,37917.09,3115.94,2686.99,5320.38,2673.26,6274.42,7262.57,2539.99,5392.78,3633.47,1214.69,918.53,demo,True,2026-04-02,2026,4,2,13,Thursday,False,236.0399999999936,20962.03,55.28385749011858,0.4968722345974979,False
2026-04-02 14:00:00,37638.7,37964.6,2883.65,2953.33,5205.11,2602.61,6511.04,7910.12,2577.06,4443.55,3573.65,1242.85,945.28,demo,True,2026-04-02,2026,4,2,14,Thursday,False,325.90000000000146,20692.51,54.504749161060566,0.4483762241552791,False
